round,Completed_iteration,total_simulations,average_sim_per_it,max_reward,total_wins,total_losses,total_wins_per_it
0,80,13867,173.3375,-1.0,1,1,0.0125
1,80,12838,160.475,0.5,3,0,0.0375
2,80,13254,165.675,-1.0,0,1,0.0
3,80,12411,155.1375,0,1,1,0.0125
4,80,13098,163.725,-1.0,0,5,0.0
5,80,11468,143.35,0,2,2,0.025
